Temperature,Pulse,Disease
47.148116687819524,139,Severe Heat Stress
38.81960982145646,70,Mild Heat Stress
45.22254083335894,169,Severe Heat Stress
46.403417898345296,55,Severe Heat Stress
43.934581109117666,176,Severe Heat Stress
42.073642828252375,112,Severe Heat Stress
41.17761371220903,93,Moderate Heat Stress
40.23302399814493,139,Moderate Heat Stress
48.94293716371739,148,Severe Heat Stress
47.45929111681593,126,Severe Heat Stress
49.47540365999769,176,Severe Heat Stress
36.86445835228317,47,Hypothermia
45.963012128054665,46,Severe Heat Stress
49.07510685231557,75,Severe Heat Stress
37.718495992484904,57,Possible Viral Infection
35.99744401050166,42,Severe Hypothermia
46.116809739350884,67,Severe Heat Stress
43.61709669769868,109,Severe Heat Stress
47.62743165137408,67,Severe Heat Stress
37.09658564939434,93,Severe Tachycardia
46.92900967789835,104,Severe Heat Stress
38.02440980071617,139,Severe Tachycardia
37.45483914298557,60,Healthy
37.463986968964896,52,Possible Bacterial Infection
47.21862080347073,96,Severe Heat Stress
44.977958310443,88,Severe Heat Stress
42.84598137153679,157,Severe Heat Stress
40.38245726185254,93,Moderate Heat Stress
48.158008112196626,177,Severe Heat Stress
40.88667661133953,92,Moderate Heat Stress
47.24899159207366,83,Severe Heat Stress
41.587023628553276,86,Severe Heat Stress
40.65416644137361,92,Moderate Heat Stress
41.940196785044094,113,Severe Heat Stress
39.52066811246213,85,Moderate Heat Stress
46.21414070264377,52,Severe Heat Stress
42.54080585138719,141,Severe Heat Stress
38.48319042720226,63,Healthy
48.49361859911853,41,Severe Heat Stress
40.75836832059817,120,Moderate Heat Stress
43.15329291670983,139,Severe Heat Stress
48.597081664468206,177,Severe Heat Stress
44.36356993870988,170,Severe Heat Stress
36.75347061062546,150,Hypothermia
49.09748185420213,141,Severe Heat Stress
44.415620796071266,56,Severe Heat Stress
40.02358421985629,51,Moderate Heat Stress
37.08908108995081,155,Severe Tachycardia
46.91037783905444,63,Severe Heat Stress
44.301091338927705,68,Severe Heat Stress
43.001916379644825,161,Severe Heat Stress
48.40838874576436,129,Severe Heat Stress
46.82895816836796,104,Severe Heat Stress
37.27512319599127,123,Severe Tachycardia
39.67583101693322,158,Moderate Heat Stress
38.72733709721699,55,Mild Heat Stress
46.15919438859015,143,Severe Heat Stress
35.50298652103669,131,Severe Hypothermia
43.54834527306975,66,Severe Heat Stress
46.43688028611036,173,Severe Heat Stress
48.15148455142624,174,Severe Heat Stress
40.13122623073861,72,Moderate Heat Stress
47.31885957008019,94,Severe Heat Stress
36.65947605432811,46,Hypothermia
47.696784376017774,96,Severe Heat Stress
36.91232993497974,165,Hypothermia
40.959309358405505,51,Moderate Heat Stress
46.95943048669331,55,Severe Heat Stress
37.24876141023161,82,Possible Bacterial Infection
38.438770928489625,156,Severe Tachycardia
45.833788525896,174,Severe Heat Stress
45.80054804819112,150,Severe Heat Stress
44.61721449327946,90,Severe Heat Stress
45.4092266670065,114,Severe Heat Stress
43.140866650213944,47,Severe Heat Stress
38.77698588360429,84,Mild Heat Stress
40.18543990255879,98,Moderate Heat Stress
37.723965752021385,171,Severe Tachycardia
48.62675842000442,143,Severe Heat Stress
43.75087692149181,137,Severe Heat Stress
41.012771251454595,118,Moderate Heat Stress
41.93008705466199,163,Severe Heat Stress
49.20925009417723,43,Severe Heat Stress
37.3002710467412,129,Severe Tachycardia
43.793447480251956,143,Severe Heat Stress
42.58833018326699,176,Severe Heat Stress
44.17181353151972,158,Severe Heat Stress
35.27165275731261,172,Severe Hypothermia
48.08185863416227,95,Severe Heat Stress
48.981774237254186,135,Severe Heat Stress
43.476997753838134,114,Severe Heat Stress
45.449762358153386,71,Severe Heat Stress
48.837490717659435,67,Severe Heat Stress
45.60857951470098,61,Severe Heat Stress
37.28808564371392,56,Possible Viral Infection
43.6443254025022,98,Severe Heat Stress
44.10072569574284,129,Severe Heat Stress
41.36196006953579,145,Moderate Heat Stress
46.04666353437084,65,Severe Heat Stress
49.01550522153522,64,Severe Heat Stress
48.88352769360164,177,Severe Heat Stress
41.76259057106198,84,Severe Heat Stress
36.69857068761133,122,Hypothermia
49.772617984435016,50,Severe Heat Stress
47.58347129668901,143,Severe Heat Stress
36.869940218049,107,Hypothermia
48.81262823926058,134,Severe Heat Stress
48.04844543093192,104,Severe Heat Stress
42.782570856891084,88,Severe Heat Stress
43.86913153617394,91,Severe Heat Stress
40.985040558051956,141,Moderate Heat Stress
35.82142458233047,96,Severe Hypothermia
40.027958624688516,86,Moderate Heat Stress
47.042801728970176,65,Severe Heat Stress
35.069480345069046,153,Severe Hypothermia
40.00248757536716,44,Moderate Heat Stress
40.97253040386415,123,Moderate Heat Stress
43.060934044068844,91,Severe Heat Stress
48.79783424619141,144,Severe Heat Stress
40.19518991548942,93,Moderate Heat Stress
40.20429802844342,54,Moderate Heat Stress
46.06251872164623,100,Severe Heat Stress
41.78326911334711,161,Severe Heat Stress
38.36907234409973,60,Healthy
41.786592741990404,85,Severe Heat Stress
37.112855305696996,173,Severe Tachycardia
37.64580479759335,77,Healthy
42.475516591092195,101,Severe Heat Stress
41.28388174256822,125,Moderate Heat Stress
48.7226885160215,117,Severe Heat Stress
40.4359084867495,85,Moderate Heat Stress
43.70882525417065,42,Severe Heat Stress
44.48396431879296,45,Severe Heat Stress
35.196416848825,132,Severe Hypothermia
44.95306058025066,47,Severe Heat Stress
37.67053950304627,147,Severe Tachycardia
49.416054762041824,114,Severe Heat Stress
37.2299409162967,116,Severe Tachycardia
41.219361855905355,89,Moderate Heat Stress
36.28024502117966,50,Hypothermia
49.95311377768921,134,Severe Heat Stress
42.53292515496864,109,Severe Heat Stress
43.930775259800654,55,Severe Heat Stress
36.006147160826416,107,Hypothermia
46.24940705598767,138,Severe Heat Stress
38.148583896433784,87,Severe Tachycardia
48.470814341610705,103,Severe Heat Stress
38.07709460723011,129,Severe Tachycardia
37.860315809955,115,Severe Tachycardia
35.54824501772142,178,Severe Hypothermia
42.08100417664999,140,Severe Heat Stress
43.472616998939245,128,Severe Heat Stress
35.98562959142529,57,Severe Hypothermia
46.63291425042516,58,Severe Heat Stress
41.799332521220414,94,Severe Heat Stress
42.8658540399137,141,Severe Heat Stress
41.61144120407342,157,Severe Heat Stress
41.01144591312989,173,Moderate Heat Stress
43.394604969623266,43,Severe Heat Stress
37.32860368896069,147,Severe Tachycardia
37.728921957429066,154,Severe Tachycardia
47.92678431520276,68,Severe Heat Stress
49.19173193200449,98,Severe Heat Stress
40.599639744196296,164,Moderate Heat Stress
39.06117009715331,137,Mild Heat Stress
44.65999314858524,56,Severe Heat Stress
41.13101256647145,146,Moderate Heat Stress
35.38079533490517,82,Severe Hypothermia
37.34228896049286,119,Severe Tachycardia
45.739583432710965,47,Severe Heat Stress
44.88385912865227,145,Severe Heat Stress
35.40643988755225,47,Severe Hypothermia
38.32958242899424,135,Severe Tachycardia
38.46612194882107,133,Severe Tachycardia
45.078391153980924,104,Severe Heat Stress
35.29565806631546,78,Severe Hypothermia
36.56162872976861,120,Hypothermia
46.99874128059784,123,Severe Heat Stress
37.678169930815,127,Severe Tachycardia
44.79119161777812,125,Severe Heat Stress
38.5727417157009,132,Mild Heat Stress
36.49162089139018,125,Hypothermia
38.64758286499181,83,Mild Heat Stress
45.83400397783489,176,Severe Heat Stress
47.835447021594284,113,Severe Heat Stress
47.45329796850487,75,Severe Heat Stress
40.95775294427682,140,Moderate Heat Stress
45.021277048559696,143,Severe Heat Stress
38.07476443123731,105,Severe Tachycardia
39.3972159539152,94,Mild Heat Stress
48.445037277816795,130,Severe Heat Stress
35.19502885266104,61,Severe Hypothermia
36.282627962817024,140,Hypothermia
38.11829382719041,160,Severe Tachycardia
35.39798305810729,132,Severe Hypothermia
37.72153152634696,147,Severe Tachycardia
43.745623414545385,49,Severe Heat Stress
41.32136825888747,48,Moderate Heat Stress
48.39007566615462,73,Severe Heat Stress
47.26165342607661,168,Severe Heat Stress
40.12726027546814,128,Moderate Heat Stress
38.89135150146939,132,Mild Heat Stress
40.69538612250901,110,Moderate Heat Stress
43.85442413772212,106,Severe Heat Stress
39.02095461234315,156,Mild Heat Stress
44.36223361773701,133,Severe Heat Stress
41.1411747828686,138,Moderate Heat Stress
43.2807077127797,152,Severe Heat Stress
41.54189793702975,142,Severe Heat Stress
39.41698639312877,130,Mild Heat Stress
49.22679960443235,129,Severe Heat Stress
46.45408691239641,56,Severe Heat Stress
37.10169763649679,57,Possible Bacterial Infection
48.027019638468694,155,Severe Heat Stress
42.31146797374271,132,Severe Heat Stress
48.41828340341137,130,Severe Heat Stress
46.99782883920973,121,Severe Heat Stress
41.3782025670385,107,Moderate Heat Stress
35.33703962480176,153,Severe Hypothermia
39.03016039077419,40,Mild Heat Stress
43.124513219913005,97,Severe Heat Stress
44.50217329739221,148,Severe Heat Stress
38.868315281498035,155,Mild Heat Stress
37.090341111092364,126,Severe Tachycardia
47.523953551989486,49,Severe Heat Stress
49.76603271055328,98,Severe Heat Stress
42.88535273454029,80,Severe Heat Stress
37.575189287724555,144,Severe Tachycardia
39.084609897790536,172,Mild Heat Stress
35.275860148212004,161,Severe Hypothermia
48.71448209840749,61,Severe Heat Stress
36.76626624335212,137,Hypothermia
43.6477471327138,107,Severe Heat Stress
39.110828310308094,178,Mild Heat Stress
43.3126700377369,95,Severe Heat Stress
44.77130582527796,138,Severe Heat Stress
47.446127055608024,115,Severe Heat Stress
38.096319076409046,65,Healthy
35.164937429877206,154,Severe Hypothermia
37.05328445103211,148,Severe Tachycardia
48.500279627721575,86,Severe Heat Stress
48.10835116343773,110,Severe Heat Stress
43.961196532554624,79,Severe Heat Stress
44.0077529065048,172,Severe Heat Stress
44.97555011819383,171,Severe Heat Stress
37.630569179351745,62,Healthy
48.7161791888744,145,Severe Heat Stress
41.2815578733811,123,Moderate Heat Stress
40.74707792374246,155,Moderate Heat Stress
42.78376557924256,148,Severe Heat Stress
35.70448950162582,175,Severe Hypothermia
37.494250531341194,80,Healthy
46.07050424639556,151,Severe Heat Stress
36.241980018876895,151,Hypothermia
44.04728164199582,142,Severe Heat Stress
38.680236645219814,85,Mild Heat Stress
40.83943421062965,107,Moderate Heat Stress
39.3304060515605,161,Mild Heat Stress
40.33509074697424,54,Moderate Heat Stress
45.78568857776368,168,Severe Heat Stress
39.456825734347625,150,Mild Heat Stress
43.49606960445346,63,Severe Heat Stress
42.140756032986495,66,Severe Heat Stress
44.95506748043972,79,Severe Heat Stress
49.05244608987137,63,Severe Heat Stress
45.98858145815375,63,Severe Heat Stress
38.22410567886135,43,Bradycardia
35.46774702591927,106,Severe Hypothermia
38.93396066449738,73,Mild Heat Stress
43.92616896050382,155,Severe Heat Stress
35.77138720226375,62,Severe Hypothermia
42.445493708018546,148,Severe Heat Stress
43.952642733753336,108,Severe Heat Stress
40.01365836225441,134,Moderate Heat Stress
46.56368305618733,101,Severe Heat Stress
36.59897379700658,96,Hypothermia
36.12706672603713,93,Hypothermia
45.92283134305405,109,Severe Heat Stress
42.43236974309298,140,Severe Heat Stress
45.32603594641604,96,Severe Heat Stress
41.52241007905619,177,Severe Heat Stress
38.6960304985866,174,Mild Heat Stress
47.286534765113,142,Severe Heat Stress
46.99123818453469,124,Severe Heat Stress
45.4204470628164,100,Severe Heat Stress
39.08217705844944,42,Mild Heat Stress
43.853460003036304,167,Severe Heat Stress
40.4146084541004,125,Moderate Heat Stress
36.373731099899516,86,Hypothermia
48.75970363193364,115,Severe Heat Stress
37.05227946378442,77,Healthy
49.253560307312036,126,Severe Heat Stress
41.69008659436933,97,Severe Heat Stress
37.776993932579295,89,Severe Tachycardia
43.12851421067537,69,Severe Heat Stress
48.09418753814612,140,Severe Heat Stress
45.98337329614342,64,Severe Heat Stress
47.09841721792175,151,Severe Heat Stress
44.88175050066076,165,Severe Heat Stress
45.38414846776779,162,Severe Heat Stress
47.73793477347979,86,Severe Heat Stress
38.74502013288779,157,Mild Heat Stress
42.34137445464711,78,Severe Heat Stress
38.31814162729403,55,Possible Bacterial Infection
49.81502011994971,61,Severe Heat Stress
49.160890095299195,93,Severe Heat Stress
35.59140217052759,55,Severe Hypothermia
45.58362758773533,98,Severe Heat Stress
48.87872476123499,70,Severe Heat Stress
37.708630176910006,71,Healthy
43.519178458289446,48,Severe Heat Stress
48.73232446382063,178,Severe Heat Stress
35.50918967878698,49,Severe Hypothermia
45.4613040087026,56,Severe Heat Stress
39.46023511058826,107,Mild Heat Stress
48.865942930647954,87,Severe Heat Stress
49.56587367748052,150,Severe Heat Stress
49.16399733670151,162,Severe Heat Stress
42.11321324986196,140,Severe Heat Stress
47.930639764839704,141,Severe Heat Stress
47.668240978026056,104,Severe Heat Stress
39.78650709864883,90,Moderate Heat Stress
47.43373211226016,75,Severe Heat Stress
35.55511452073239,120,Severe Hypothermia
43.9440481772308,166,Severe Heat Stress
38.45013255931555,127,Severe Tachycardia
36.80850328665918,143,Hypothermia
36.154298024438134,54,Hypothermia
45.444331638172095,135,Severe Heat Stress
40.09812445652099,162,Moderate Heat Stress
45.87150157293142,40,Severe Heat Stress
35.980345111984136,161,Severe Hypothermia
39.72935506745915,165,Moderate Heat Stress
43.09236938563006,96,Severe Heat Stress
46.86084747258445,120,Severe Heat Stress
39.78128754398105,112,Moderate Heat Stress
44.38837064655514,109,Severe Heat Stress
48.28966622354281,45,Severe Heat Stress
44.23794782273457,123,Severe Heat Stress
38.49439212130451,91,Severe Tachycardia
35.36601172334807,42,Severe Hypothermia
48.05148310851395,120,Severe Heat Stress
35.31904116275581,102,Severe Hypothermia
48.12052509026299,88,Severe Heat Stress
42.93405701040818,115,Severe Heat Stress
49.086015477693444,151,Severe Heat Stress
46.98174853660498,148,Severe Heat Stress
49.96901165800006,104,Severe Heat Stress
40.26067723177565,120,Moderate Heat Stress
46.5078243339669,54,Severe Heat Stress
41.02896370413863,139,Moderate Heat Stress
42.198134304558636,71,Severe Heat Stress
44.41258194827555,135,Severe Heat Stress
48.10515671279508,167,Severe Heat Stress
49.76125203798943,152,Severe Heat Stress
46.524101207967774,122,Severe Heat Stress
41.26650173251001,82,Moderate Heat Stress
41.32035503415605,155,Moderate Heat Stress
46.063734523833375,117,Severe Heat Stress
38.58165718652454,97,Mild Heat Stress
36.65711169697092,72,Hypothermia
40.31933236461165,53,Moderate Heat Stress
39.308584874811224,171,Mild Heat Stress
39.44462180683985,98,Mild Heat Stress
38.50411626574865,122,Mild Heat Stress
35.631397844545425,173,Severe Hypothermia
35.26810902100121,160,Severe Hypothermia
49.81583584604047,122,Severe Heat Stress
41.41659700603793,66,Moderate Heat Stress
40.76489970739522,119,Moderate Heat Stress
45.19470924039605,173,Severe Heat Stress
38.27380831797596,52,Possible Bacterial Infection
49.249417759253376,103,Severe Heat Stress
46.79517521623328,119,Severe Heat Stress
36.34116503468389,162,Hypothermia
41.26371163677393,82,Moderate Heat Stress
48.18677461343247,128,Severe Heat Stress
49.17098033437115,134,Severe Heat Stress
42.01102266874805,41,Severe Heat Stress
44.201170838160614,159,Severe Heat Stress
37.50550919138113,61,Healthy
49.86752939205465,154,Severe Heat Stress
38.47507552075165,96,Severe Tachycardia
49.14097661202688,111,Severe Heat Stress
44.74469973488553,46,Severe Heat Stress
44.11605192318289,158,Severe Heat Stress
42.69032766524763,153,Severe Heat Stress
38.46004717576638,55,Possible Bacterial Infection
37.647920480082625,122,Severe Tachycardia
38.30729313605263,111,Severe Tachycardia
37.79657393216382,163,Severe Tachycardia
46.6937671035013,152,Severe Heat Stress
40.25187888750095,51,Moderate Heat Stress
35.867640148450946,165,Severe Hypothermia
49.536539452112166,92,Severe Heat Stress
48.25678827445138,114,Severe Heat Stress
48.916284247928196,172,Severe Heat Stress
49.92361733969653,66,Severe Heat Stress
37.60842873829231,179,Severe Tachycardia
40.94363028353988,173,Moderate Heat Stress
46.37357713556137,136,Severe Heat Stress
45.440309270806885,44,Severe Heat Stress
37.308438595097826,96,Severe Tachycardia
47.23749687485927,117,Severe Heat Stress
38.36660857754991,108,Severe Tachycardia
38.357264222339346,157,Severe Tachycardia
43.05461634340121,159,Severe Heat Stress
43.89409902262555,98,Severe Heat Stress
43.70129311756717,72,Severe Heat Stress
36.372302560966325,101,Hypothermia
48.1619129394557,89,Severe Heat Stress
38.984000638830594,151,Mild Heat Stress
36.94272381924206,58,Hypothermia
48.331221198034655,162,Severe Heat Stress
49.3347724734463,86,Severe Heat Stress
47.93191425898176,72,Severe Heat Stress
47.14274112087317,123,Severe Heat Stress
44.82862970958533,174,Severe Heat Stress
43.26286055913709,118,Severe Heat Stress
36.30480139867115,53,Hypothermia
41.12679819606048,167,Moderate Heat Stress
40.59032775518471,93,Moderate Heat Stress
38.89630675640489,68,Mild Heat Stress
45.85130170532877,63,Severe Heat Stress
42.43813602618156,121,Severe Heat Stress
36.21569323861472,102,Hypothermia
38.30274802924717,144,Severe Tachycardia
45.24888145489394,96,Severe Heat Stress
36.1419628923545,175,Hypothermia
47.76810371073153,101,Severe Heat Stress
42.42719790520962,56,Severe Heat Stress
42.20879865989972,105,Severe Heat Stress
43.886116769892766,45,Severe Heat Stress
47.37021448887724,97,Severe Heat Stress
40.217138118532894,108,Moderate Heat Stress
45.17024228838595,101,Severe Heat Stress
43.485979459936864,121,Severe Heat Stress
39.00542405254132,110,Mild Heat Stress
48.17944979532737,170,Severe Heat Stress
46.961390324103924,49,Severe Heat Stress
44.876777519876384,137,Severe Heat Stress
47.758725936413626,128,Severe Heat Stress
48.00941301439703,74,Severe Heat Stress
45.62544465072552,41,Severe Heat Stress
47.555199925455085,163,Severe Heat Stress
45.462071925039254,63,Severe Heat Stress
45.202111576404505,113,Severe Heat Stress
44.27917067322777,61,Severe Heat Stress
46.290749593364616,78,Severe Heat Stress
37.379076579396106,59,Possible Viral Infection
48.21306138798393,80,Severe Heat Stress
48.07765291617848,147,Severe Heat Stress
35.43870924551839,123,Severe Hypothermia
47.38725125847144,150,Severe Heat Stress
36.93304801210168,105,Hypothermia
40.02678281388713,92,Moderate Heat Stress
46.15262384437412,73,Severe Heat Stress
37.411398440724625,106,Severe Tachycardia
47.26950536178593,173,Severe Heat Stress
47.48201266936613,66,Severe Heat Stress
42.612016006412546,49,Severe Heat Stress
35.0957880757525,112,Severe Hypothermia
39.305571997623694,135,Mild Heat Stress
44.25390377563613,87,Severe Heat Stress
49.717792670411356,109,Severe Heat Stress
44.477202905250024,139,Severe Heat Stress
38.8970537159624,98,Mild Heat Stress
44.51008554649417,41,Severe Heat Stress
43.099780695737834,104,Severe Heat Stress
46.69768092726716,122,Severe Heat Stress
36.604709582404375,49,Hypothermia
46.41541853753042,92,Severe Heat Stress
43.11899868014166,118,Severe Heat Stress
49.444880057884916,98,Severe Heat Stress
40.12808249058029,87,Moderate Heat Stress
44.489328397009224,162,Severe Heat Stress
48.980421582650266,61,Severe Heat Stress
36.53764591986019,139,Hypothermia
49.05842730854677,137,Severe Heat Stress
45.3182858345122,64,Severe Heat Stress
36.017555886577576,67,Hypothermia
39.514453504202244,152,Moderate Heat Stress
45.62258132967922,84,Severe Heat Stress
36.010259022031576,107,Hypothermia
43.7325569026441,46,Severe Heat Stress
40.18824585429435,88,Moderate Heat Stress
44.31373276651216,176,Severe Heat Stress
35.68613050718769,122,Severe Hypothermia
48.07305209228564,168,Severe Heat Stress
49.60233453766095,177,Severe Heat Stress
49.533167829285375,112,Severe Heat Stress
46.24477747614387,85,Severe Heat Stress
36.95129360195948,145,Hypothermia
46.37394793893534,71,Severe Heat Stress
35.36880374688202,45,Severe Hypothermia
35.33185327293496,113,Severe Hypothermia
39.85415328724312,153,Moderate Heat Stress
42.32964785606998,66,Severe Heat Stress
46.5561112671169,93,Severe Heat Stress
45.249430649097576,124,Severe Heat Stress
41.688540595651226,166,Severe Heat Stress
39.10439999422499,150,Mild Heat Stress
49.95686750236567,54,Severe Heat Stress
41.39271953353959,171,Moderate Heat Stress
41.77080536494513,132,Severe Heat Stress
37.454357317875036,162,Severe Tachycardia
46.92214323124894,112,Severe Heat Stress
45.40523338672233,131,Severe Heat Stress
38.31154419183141,56,Possible Bacterial Infection
36.23571568423764,82,Hypothermia
45.2074895311207,160,Severe Heat Stress
44.81766821421703,80,Severe Heat Stress
39.09889290497314,78,Mild Heat Stress
49.26295343375615,152,Severe Heat Stress
37.265868376713506,150,Severe Tachycardia
41.48502201563903,86,Moderate Heat Stress
49.15423880251399,102,Severe Heat Stress
41.295909753891834,149,Moderate Heat Stress
44.57788921496128,108,Severe Heat Stress
40.96391596944191,82,Moderate Heat Stress
39.11322803523005,73,Mild Heat Stress
49.75966471939742,79,Severe Heat Stress
41.140010094725646,100,Moderate Heat Stress
48.411488055187014,101,Severe Heat Stress
38.449319088366295,97,Severe Tachycardia
38.19657056037625,114,Severe Tachycardia
35.46701124326767,55,Severe Hypothermia
44.77500238063828,121,Severe Heat Stress
40.52789515585641,133,Moderate Heat Stress
47.965373747594555,87,Severe Heat Stress
42.09814860037336,177,Severe Heat Stress
49.52290141872083,121,Severe Heat Stress
37.78288273554682,77,Healthy
48.02934751933416,166,Severe Heat Stress
46.64895279187613,58,Severe Heat Stress
46.56382766966078,102,Severe Heat Stress
47.671748421753314,116,Severe Heat Stress
46.41535986414498,170,Severe Heat Stress
44.39330482447123,141,Severe Heat Stress
36.96867316523581,104,Hypothermia
35.48789269236878,159,Severe Hypothermia
48.8127177172353,130,Severe Heat Stress
44.24975471781107,47,Severe Heat Stress
46.948059364642646,112,Severe Heat Stress
42.22283527268825,173,Severe Heat Stress
36.759622834435916,146,Hypothermia
36.877786883038254,128,Hypothermia
45.28347930843457,78,Severe Heat Stress
41.45458842349194,152,Moderate Heat Stress
38.007870900505054,67,Healthy
42.373918201121555,136,Severe Heat Stress
35.96313405612701,76,Severe Hypothermia
43.72957102871598,176,Severe Heat Stress
39.034901066526466,121,Mild Heat Stress
46.96338650955782,95,Severe Heat Stress
39.65542938385361,124,Moderate Heat Stress
41.82830223622702,41,Severe Heat Stress
35.17430809862151,97,Severe Hypothermia
36.08670331691838,146,Hypothermia
40.88740334610027,162,Moderate Heat Stress
42.19908252075685,153,Severe Heat Stress
44.00030822178955,146,Severe Heat Stress
39.374938680639545,76,Mild Heat Stress
45.424728291898134,118,Severe Heat Stress
47.90183595783807,131,Severe Heat Stress
46.69776483340025,57,Severe Heat Stress
35.59428238022536,137,Severe Hypothermia
42.20760420886744,102,Severe Heat Stress
36.573952676272626,178,Hypothermia
38.630675237937915,43,Mild Heat Stress
49.799938899007195,174,Severe Heat Stress
37.1374331435227,100,Severe Tachycardia
42.48332230177034,146,Severe Heat Stress
44.27233601477179,93,Severe Heat Stress
45.53697455816156,127,Severe Heat Stress
43.39473025230371,107,Severe Heat Stress
35.14656271128776,168,Severe Hypothermia
39.896919623659876,94,Moderate Heat Stress
42.76567465077067,42,Severe Heat Stress
36.3179974871725,160,Hypothermia
40.25940396813771,168,Moderate Heat Stress
35.4980466318705,141,Severe Hypothermia
36.178677457325314,77,Hypothermia
40.953849143023945,124,Moderate Heat Stress
36.99073631064591,172,Hypothermia
43.51311272392337,131,Severe Heat Stress
45.34197453705899,60,Severe Heat Stress
47.00880048663625,148,Severe Heat Stress
38.00225366367215,86,Severe Tachycardia
37.51223873388604,123,Severe Tachycardia
36.568517605016005,122,Hypothermia
44.54645374315455,74,Severe Heat Stress
45.59713589730352,108,Severe Heat Stress
35.473792172384634,168,Severe Hypothermia
49.04318369365535,179,Severe Heat Stress
35.779569254772085,66,Severe Hypothermia
43.11944502951606,95,Severe Heat Stress
45.63590779176374,62,Severe Heat Stress
48.06453685619128,60,Severe Heat Stress
45.71130398198642,100,Severe Heat Stress
47.02592124604688,102,Severe Heat Stress
40.09175288814209,161,Moderate Heat Stress
47.222376706197686,91,Severe Heat Stress
36.20172269577013,127,Hypothermia
48.42224984090792,94,Severe Heat Stress
43.213885642306046,85,Severe Heat Stress
47.259466549437406,71,Severe Heat Stress
41.7847742677745,94,Severe Heat Stress
44.65366542794787,135,Severe Heat Stress
42.8960399140417,172,Severe Heat Stress
45.97384282632998,75,Severe Heat Stress
36.22444973045884,149,Hypothermia
35.905281259858455,145,Severe Hypothermia
38.706548510152196,97,Mild Heat Stress
37.39317020169783,78,Healthy
48.07675349888302,119,Severe Heat Stress
38.28820981037067,136,Severe Tachycardia
49.637978837286965,152,Severe Heat Stress
40.0534368765666,100,Moderate Heat Stress
37.73176873533049,176,Severe Tachycardia
46.845477607137184,45,Severe Heat Stress
44.88061663251314,148,Severe Heat Stress
42.472935746797084,74,Severe Heat Stress
43.33045326406447,78,Severe Heat Stress
45.78802667408396,157,Severe Heat Stress
38.42682111996948,44,Bradycardia
49.94500874085113,126,Severe Heat Stress
49.62189743220175,115,Severe Heat Stress
44.754885295204055,96,Severe Heat Stress
37.99313676393718,166,Severe Tachycardia
45.20342363646937,68,Severe Heat Stress
36.08297613468764,126,Hypothermia
35.45978753308709,85,Severe Hypothermia
38.8652433276682,155,Mild Heat Stress
41.939344351089744,151,Severe Heat Stress
48.024087581125706,84,Severe Heat Stress
45.90753604649462,143,Severe Heat Stress
46.14059781799972,124,Severe Heat Stress
41.38240001672113,173,Moderate Heat Stress
40.18902488820444,147,Moderate Heat Stress
40.56558144476904,57,Moderate Heat Stress
49.814743456040866,133,Severe Heat Stress
35.601637871187236,72,Severe Hypothermia
48.00547244183673,165,Severe Heat Stress
43.6801311285859,161,Severe Heat Stress
41.579231287843854,177,Severe Heat Stress
45.87886490622705,154,Severe Heat Stress
42.300034121370544,67,Severe Heat Stress
48.10134857122491,50,Severe Heat Stress
48.51052796016888,86,Severe Heat Stress
41.32581390310183,166,Moderate Heat Stress
39.15241695852578,157,Mild Heat Stress
43.88525492890044,165,Severe Heat Stress
48.685450184250364,111,Severe Heat Stress
38.159932835085,146,Severe Tachycardia
44.34449875345224,176,Severe Heat Stress
44.473403301387805,72,Severe Heat Stress
45.996695336229216,58,Severe Heat Stress
36.9735152769089,113,Hypothermia
45.73737447023133,137,Severe Heat Stress
48.63548780998462,168,Severe Heat Stress
37.69524663305363,132,Severe Tachycardia
38.563149873858166,87,Mild Heat Stress
49.570926410624594,103,Severe Heat Stress
37.71465429064234,100,Severe Tachycardia
47.81577640054368,78,Severe Heat Stress
42.38416784672052,167,Severe Heat Stress
38.70846611604765,127,Mild Heat Stress
48.06124851908767,65,Severe Heat Stress
41.67957882503998,56,Severe Heat Stress
42.72226030894535,110,Severe Heat Stress
40.38850054099649,52,Moderate Heat Stress
43.89426277152391,108,Severe Heat Stress
37.45285808877534,65,Healthy
40.86622304977641,88,Moderate Heat Stress
49.54118483502931,46,Severe Heat Stress
38.872001490516915,97,Mild Heat Stress
44.85104996811938,88,Severe Heat Stress
39.87785096337042,142,Moderate Heat Stress
46.60209688529901,92,Severe Heat Stress
36.96310491077525,101,Hypothermia
49.54731567617817,56,Severe Heat Stress
41.80684312075459,64,Severe Heat Stress
38.54075695019696,170,Mild Heat Stress
36.10245120995019,68,Hypothermia
37.546368576313114,156,Severe Tachycardia
42.796609228340266,65,Severe Heat Stress
40.05504764646929,163,Moderate Heat Stress
47.43325048823914,64,Severe Heat Stress
41.46331285492709,93,Moderate Heat Stress
38.73071408881445,112,Mild Heat Stress
44.25717479906045,159,Severe Heat Stress
45.601658253281684,95,Severe Heat Stress
37.50562861851425,104,Severe Tachycardia
37.51428824432477,132,Severe Tachycardia
35.55007140400314,125,Severe Hypothermia
46.04603022598461,119,Severe Heat Stress
44.95706791432708,147,Severe Heat Stress
42.119463136247205,157,Severe Heat Stress
47.66255673453796,122,Severe Heat Stress
47.0850522942508,54,Severe Heat Stress
43.78031546595128,170,Severe Heat Stress
48.02406920769888,178,Severe Heat Stress
38.08761815055152,69,Healthy
36.67879429096592,96,Hypothermia
39.04624417275485,167,Mild Heat Stress
